Income,Age,Sex,Race,Education,MaritalStatus,Employed
47407,43,F,Asian,Bachelors,Married,Yes
25000,35,F,Hispanic,Bachelors,Married,Yes
50000,24,F,Black,Bachelors,Never Married,Yes
18000,38,F,White,Bachelors,Married,Yes
70000,54,F,Black,Bachelors,Separated,Yes
50000,37,F,Asian,Bachelors,Married,Yes
59000,39,F,White,Bachelors,Married,Yes
12000,21,F,White,Bachelors,Never Married,Yes
50000,31,F,White,Bachelors,Married,Yes
60000,40,F,Hispanic,Bachelors,Married,No
52000,69,F,White,Bachelors,Married,Yes
1560,25,F,Hispanic,Bachelors,Married,Yes
45000,24,F,White,Bachelors,Never Married,Yes
28000,20,F,White,Bachelors,Never Married,Yes
36000,31,F,White,Bachelors,Never Married,Yes
70000,37,F,White,Bachelors,Married,Yes
7500,46,F,White,Bachelors,Married,Yes
55000,39,F,Asian,Bachelors,Married,Yes
20000,59,F,White,Bachelors,Divorced,Yes
18000,26,F,Asian,Bachelors,Never Married,No
19500,34,F,Asian,Bachelors,Separated,Yes
102000,38,F,Asian,Bachelors,Married,Yes
60000,28,F,White,Bachelors,Never Married,Yes
80000,26,F,Asian,Bachelors,Never Married,Yes
1500,23,F,White,Bachelors,Never Married,No
125000,53,F,White,Bachelors,Widowed,Yes
28000,26,F,Hispanic,Bachelors,Never Married,Yes
60000,34,F,White,Bachelors,Never Married,No
43000,36,F,White,Bachelors,Married,Yes
32000,28,F,White,Bachelors,Married,Yes
4000,52,F,White,Bachelors,Married,Yes
280,26,F,White,Bachelors,Married,No
4000,33,F,White,Bachelors,Never Married,No
25731,36,F,White,Bachelors,Divorced,Yes
36000,27,F,White,Bachelors,Married,Yes
80000,47,F,Asian,Bachelors,Married,Yes
2300,23,F,White,Bachelors,Never Married,No
35000,38,F,White,Bachelors,Married,Yes
90000,50,F,White,Bachelors,Married,Yes
140000,62,F,Asian,Bachelors,Married,Yes
36000,38,F,Hispanic,Bachelors,Married,Yes
8000,56,F,Hispanic,Bachelors,Divorced,Yes
60000,51,F,Asian,Bachelors,Married,Yes
22000,39,F,White,Bachelors,Married,Yes
48000,40,F,White,Bachelors,Married,No
25000,41,F,White,Bachelors,Married,Yes
36000,31,F,Black,Bachelors,Widowed,Yes
45000,34,F,White,Bachelors,Married,Yes
95000,43,F,White,Bachelors,Divorced,Yes
1700,38,F,Black,Bachelors,Married,Yes
1.00E+05,52,F,White,Bachelors,Married,Yes
10000,30,F,Black,Bachelors,Married,Yes
53000,44,F,White,Bachelors,Married,Yes
52000,41,F,Black,Bachelors,Divorced,Yes
8000,34,F,Black,Bachelors,Divorced,Yes
20000,54,F,Hispanic,Bachelors,Divorced,Yes
140000,45,F,Black,Bachelors,Married,Yes
48000,33,F,Hispanic,Bachelors,Never Married,Yes
72000,38,F,White,Bachelors,Separated,Yes
125000,47,F,Black,Bachelors,Divorced,Yes
8500,60,F,White,Bachelors,Divorced,Yes
40000,44,F,White,Bachelors,Married,Yes
30000,58,F,Other,Bachelors,Married,Yes
54000,51,F,White,Bachelors,Married,Yes
18000,33,F,White,Bachelors,Married,Yes
42000,33,F,White,Bachelors,Married,Yes
130000,60,F,White,Bachelors,Married,Yes
35000,42,F,White,Bachelors,Married,Yes
37000,45,F,White,Bachelors,Married,Yes
68000,33,F,White,Bachelors,Married,Yes
63000,58,F,White,Bachelors,Divorced,Yes
48000,58,F,White,Bachelors,Married,Yes
90000,66,F,Asian,Bachelors,Married,Yes
40000,43,F,White,Bachelors,Married,Yes
40000,42,F,White,Bachelors,Divorced,Yes
40000,60,F,Hispanic,Bachelors,Divorced,Yes
1.00E+05,38,F,White,Bachelors,Married,Yes
60000,67,F,White,Bachelors,Married,Yes
78000,28,F,Hispanic,Bachelors,Married,Yes
80000,55,F,White,Bachelors,Married,Yes
33000,30,F,White,Bachelors,Married,Yes
